"name", "region", "exposed", "generationTime", "sensitivity", "migration"
"Glossiphonia heteroclita", "United Kingdom", "1", "1", "-0.59591", "0"
"Glossiphoniidae", "United Kingdom", "1", "1", "-0.59591", "0"
"Glossiphoniidae", "United Kingdom", "1", "1", "-0.67404", "0"
"Glossiphoniidae", "Eurasia", "1", "0.79487", "-0.67404", "0"
"Glossiphoniidae", "Eurasia", "1", "0.5", "-0.59591", "0"
"Glossiphoniidae sp.", "United Kingdom", "1", "1", "-0.59591", "0"
"Glossiphoniidae sp.", "Eurasia", "1", "0.5", "-0.59591", "0"
"Glossosoma", "United Kingdom", "1", "0.5", "-0.05811", "0"
"Glossosoma boltoni", "United Kingdom", "1", "0.5", "-0.05811", "0"
"Glossosoma conformis", "United Kingdom", "1", "0.5", "-0.05811", "0"
"Glossosoma intermedium", "United Kingdom", "1", "0.5", "-0.05811", "0"
"Glossosomatidae", "United Kingdom", "1", "0.5", "-0.05811", "0"
"Glossosomatidae", "Eurasia", "1", "0.625", "-0.05811", "0"
"Glyphotaelius", "United Kingdom", "1", "1", "-0.05811", "0"
"Glyphotaelius", "Eurasia", "0", "1", "-0.05811", "0"
"Glyphotaelius pellucidus", "Eurasia", "0", "1", "-0.05811", "0"
"Glyphotaelius pellucidus", "United Kingdom", "1", "1", "-0.05811", "0"
"Glyptotendipes", "Eurasia", "1", "0.4", "-0.38982", "0"
"Glyptotendipes Gruppe A", "Eurasia", "1", "0.5", "-0.38982", "0"
"Glyptotendipes Gruppe A", "Eurasia", "1", "0.5", "-0.38982", "0"
"Glyptotendipes sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Goera", "Eurasia", "1", "1", "-0.05811", "0"
"Goera pilosa", "Eurasia", "1", "1", "-0.05811", "0"
"Goeridae", "Eurasia", "1", "0.91667", "-0.05811", "0"
"Gomphidae", "Eurasia", "1", "2.16667", "-0.95986", "0"
"Gomphidae", "Eurasia", "1", "1", "-0.95986", "0"
"Gomphidae", "West Siberia", "1", "2.23611", "-0.95986", "0"
"Gomphidae sp.", "Eurasia", "1", "1", "-0.95986", "0"
"Gomphus", "Eurasia", "1", "3", "-0.95986", "0"
"Gomphus", "West Siberia", "1", "2.65625", "-0.95986", "0"
"Gomphus epophthalmus", "West Siberia", "1", "2.3125", "-0.95986", "0"
"Gomphus pulchellus", "Eurasia", "1", "3", "-0.95986", "0"
"Gomphus sp.", "Eurasia", "1", "3", "-0.95986", "0"
"Gomphus vulgatissimus", "West Siberia", "1", "2.3125", "-0.95986", "0"
"Gomphus vulgatissimus", "Eurasia", "1", "3", "-0.95986", "0"
"Grammotaulius", "Eurasia", "1", "1", "-0.05811", "0"
"Grammotaulius nigropunctatus", "Eurasia", "1", "1", "-0.05811", "0"
"Grammotaulius nitidus", "Eurasia", "1", "1", "-0.05811", "0"
"Graphoderus", "Eurasia", "1", "1", "-0.80728", "0"
"Graphoderus austriacus", "Eurasia", "1", "1", "-0.80728", "0"
"Grapsidae", "Eurasia", "1", "1", "-0.07765", "0"
"Graptodytes", "Eurasia", "1", "1", "-0.80728", "0"
"Graptodytes flavipes", "Eurasia", "1", "1", "-0.80728", "0"
"Graptodytes granularis", "Eurasia", "1", "1", "-0.80728", "0"
"Graptodytes pictus", "Eurasia", "1", "1", "-0.80728", "0"
"Graptodytes sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Graptodytes versicolor", "Eurasia", "1", "1", "-0.80728", "0"
"Gyraulus", "Eurasia", "1", "0.88333", "-1.94", "0"
"Gyraulus acronicus", "Eurasia", "1", "1", "-1.94", "0"
"Gyraulus albus", "Eurasia", "1", "1", "-1.94", "0"
"Gyraulus crista", "Eurasia", "1", "0.3", "-1.94", "0"
"Gyraulus laevis", "Eurasia", "1", "1", "-1.94", "0"
"Gyraulus parvus", "Eurasia", "1", "1", "-1.94", "0"
"Gyraulus sp.", "Eurasia", "1", "1", "-1.94", "0"
"Gyrinidae", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinidae", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinidae sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus aeratus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus caspius", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus distinctus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus marinus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus minutus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus natator", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus obsoletus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus opacus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus paykulli", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus substriatus", "Eurasia", "1", "1", "-1.14674", "0"
"Gyrinus urinator", "Eurasia", "1", "1", "-1.14674", "0"
"Habrophlebia", "Eurasia", "1", "1", "-0.29501", "0"
"Habrophlebia fusca", "Eurasia", "1", "1", "-0.29501", "0"
"Habrophlebia lauta", "Eurasia", "1", "1", "-0.29501", "0"
"Habrophlebia sp.", "Eurasia", "1", "1", "-0.29501", "0"
"Haementeria", "Eurasia", "1", "1", "-0.59591", "0"
"Haementeria costata", "Eurasia", "1", "1", "-0.59591", "0"
"Haementeria sp.", "Eurasia", "1", "1", "-0.59591", "0"
"Haemopidae", "Eurasia", "1", "1", "-0.59591", "0"
"Haemopis", "Eurasia", "1", "1", "-0.59591", "0"
"Haemopis sanguisuga", "Eurasia", "1", "1", "-0.59591", "0"
"Halesus", "West Siberia", "1", "0.9942", "-0.05811", "0"
"Halesus", "Eurasia", "1", "1", "-0.05811", "0"
"Halesus digitatus", "Eurasia", "1", "1", "-0.05811", "0"
"Halesus radiatus", "Eurasia", "1", "1", "-0.05811", "0"
"Halesus sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Halesus tesselatus", "Eurasia", "1", "1", "-0.05811", "0"
"Halesus tesselatus", "West Siberia", "1", "0.97681", "-0.05811", "0"
"Haliplidae", "Eurasia", "1", "1.11765", "-1.84044", "0"
"Haliplidae", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplidae sp.", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus", "Eurasia", "1", "1.07143", "-1.83377", "0"
"Haliplus confinis", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus flavicollis", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus fluviatilis", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus fulvus", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus heydeni", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus immaculatus", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus laminatus", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus lineatocollis", "Eurasia", "1", "2", "-1.83377", "0"
"Haliplus lineolatus", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus obliquus", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus ruficollis", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus sp.", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus variegatus", "Eurasia", "1", "1", "-1.83377", "0"
"Haliplus wehnckei", "Eurasia", "1", "1", "-1.83377", "0"
"Haplotaxida", "Eurasia", "1", "0.45733", "-0.99013", "0"
"Haplotaxida", "United Kingdom", "1", "0.47733", "-0.99013", "0"
"Haplotaxidae", "United Kingdom", "1", "1", "-1.09947", "0"
"Haplotaxidae", "Eurasia", "1", "0.5", "-1.09947", "0"
"Haplotaxis", "United Kingdom", "1", "1", "-1.09947", "0"
"Haplotaxis", "Eurasia", "1", "0.5", "-1.09947", "0"
"Haplotaxis gordioides", "Eurasia", "1", "0.5", "-1.09947", "0"
"Haplotaxis gordioides", "United Kingdom", "1", "1", "-1.09947", "0"
"Hebridae", "Eurasia", "1", "1", "-0.56", "0"
"Hebrus", "Eurasia", "1", "1", "-0.56", "0"
"Hebrus pusillus", "Eurasia", "1", "1", "-0.56", "0"
"Hebrus ruficeps", "Eurasia", "1", "1", "-0.56", "0"
"Helobdella", "Eurasia", "1", "0.5", "-0.59591", "0"
"Helobdella", "United Kingdom", "1", "1", "-0.59591", "0"
"Helobdella sp.", "Eurasia", "1", "0.5", "-0.59591", "0"
"Helobdella sp.", "United Kingdom", "1", "1", "-0.59591", "0"
"Helobdella stagnalis", "Eurasia", "1", "0.5", "-0.59591", "0"
"Helobdella stagnalis", "United Kingdom", "1", "1", "-0.59591", "0"
"Helochares", "Eurasia", "1", "1", "-0.89278", "0"
"Helochares lividus", "Eurasia", "1", "1", "-0.89278", "0"
"Helochares obscurus", "Eurasia", "1", "1", "-0.89278", "0"
"Helochares punctatus", "Eurasia", "1", "1", "-0.89278", "0"
"Helodes", "Eurasia", "1", "1", "-1.14674", "0"
"Helodes sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Helophorus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus aequalis", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus alternans", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus aquaticus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus arvernicus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus asperatus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus brevipalpis", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus dorsalis", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus flavipes", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus grandis", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus granularis", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus griseus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus guttulus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus longitarsis", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus minutus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus nanus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus obscurus", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus pumilio", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus sp.", "Eurasia", "1", "1", "-0.89278", "0"
"Helophorus strigifrons", "Eurasia", "1", "1", "-0.89278", "0"
"Hemerodromia", "Eurasia", "1", "0.5", "-0.35", "0"
"Hemerodromia sp.", "Eurasia", "1", "0.5", "-0.35", "0"
"Hemiclepsis", "Eurasia", "1", "1", "-0.59591", "0"
"Hemiclepsis marginata", "Eurasia", "1", "1", "-0.59591", "0"
"Heptagenia", "Eurasia", "1", "0.8", "-0.29501", "0"
"Heptagenia", "West Siberia", "1", "0.9", "-0.29501", "0"
"Heptagenia flava", "Eurasia", "1", "0.5", "-0.29501", "0"
"Heptagenia flava", "West Siberia", "1", "1", "-0.29501", "0"
"Heptagenia fuscogrisea", "Eurasia", "1", "1", "-0.29501", "0"
"Heptagenia longicauda", "Eurasia", "1", "0.5", "-0.29501", "0"
"Heptagenia sp.", "Eurasia", "1", "1", "-0.29501", "0"
"Heptagenia sulphurea", "Eurasia", "1", "1", "-0.29501", "0"
"Heptageniidae", "West Siberia", "1", "0.73684", "-0.29501", "0"
"Heptageniidae", "United Kingdom", "1", "0.875", "-0.29501", "0"
"Heptageniidae", "Eurasia", "1", "0.65625", "-0.29501", "0"
"Hesperocorixa", "United Kingdom", "0", "0.5", "-0.29223", "0"
"Hesperocorixa", "Eurasia", "0", "0.55714", "-0.29223", "0"
"Hesperocorixa castanea", "Eurasia", "0", "0.5", "-0.29223", "0"
"Hesperocorixa castanea/moesta", "Eurasia", "0", "0.5", "-0.29223", "0"
"Hesperocorixa linnaei", "Eurasia", "0", "0.5", "-0.29223", "0"
"Hesperocorixa linnei", "Eurasia", "0", "0.5", "-0.29223", "0"
"Hesperocorixa moesta", "Eurasia", "0", "0.5", "-0.29223", "0"
"Hesperocorixa sahlbergi", "Eurasia", "0", "0.5", "-0.29223", "0"
"Hesperocorixa sp.", "Eurasia", "0", "0.9", "-0.29223", "0"
"Hesperocorixa sp.", "United Kingdom", "0", "0.5", "-0.29223", "0"
"Heteroceridae", "Eurasia", "1", "1", "-1.15", "0"
"Heterocerus", "Eurasia", "1", "1", "-1.15", "0"
"Heterocerus fenestratus", "Eurasia", "1", "1", "-1.15", "0"
"Heterocerus sp.", "Eurasia", "1", "1", "-1.15", "0"
"Heteroptera", "United Kingdom", "0", "0.6462", "-0.43142", "0"
"Heteroptera", "Eurasia", "0", "0.66266", "-0.43142", "0"
"Heteroptera", "Finland", "0", "0.66899", "-0.43142", "0"
"Hexatomini", "Eurasia", "1", "1", "-0.35", "0"
"Hexatomini sp.", "Eurasia", "1", "1", "-0.35", "0"
"Hippeutis", "Eurasia", "1", "1", "-1.94", "0"
"Hippeutis complanatus", "Eurasia", "1", "1", "-1.94", "0"
"Hirudinea", "Eurasia", "1", "0.87302", "-0.58991", "0"
"Hirudinea", "United Kingdom", "1", "1", "-0.58991", "0"
"Holocentropus", "Eurasia", "1", "1", "-0.05811", "0"
"Holocentropus dubius", "Eurasia", "1", "1", "-0.05811", "0"
"Holocentropus picicornis", "Eurasia", "1", "1", "-0.05811", "0"
"Holocentropus sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Holocentropus stagnalis", "Eurasia", "1", "1", "-0.05811", "0"
"Hydaticus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydaticus seminiger", "Eurasia", "1", "1", "-0.80728", "0"
"Hydaticus transversalis", "Eurasia", "1", "1", "-0.80728", "0"
"Hydatophylax", "Eurasia", "1", "1", "-0.05811", "0"
"Hydatophylax infumatus", "Eurasia", "1", "1", "-0.05811", "0"
"Hydracarina", "Eurasia", "1", "1", "-1.1549", "0"
"Hydracarina", "Eurasia", "1", "1", "-1.1549", "0"
"Hydracarina", "Eurasia", "1", "1", "-1.1549", "0"
"Hydracarina sp.", "Eurasia", "1", "1", "-1.1549", "0"
"Hydraena", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena britteni", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena gracilis", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena melas", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena nigrita", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena palustris", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena riparia", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraena testacea", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraenidae", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraenidae", "Eurasia", "1", "1", "-1.14674", "0"
"Hydraenidae sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Hydrobiidae", "Eurasia", "1", "0.875", "-1.81777", "0"
"Hydrobius", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrobius fuscipes", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrochara", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrochara caraboides", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrochus", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrochus angustatus", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrochus carinatus", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrochus elongatus", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrochus nitidicollis", "Eurasia", "1", "1", "-0.89278", "0"
"Hydroglyphus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroglyphus geminus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydrometra", "Eurasia", "1", "1", "-0.56061", "0"
"Hydrometra stagnorum", "Eurasia", "1", "1", "-0.56061", "0"
"Hydrometridae", "Eurasia", "1", "1", "-0.56061", "0"
"Hydrophilidae", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrophilidae", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrophilidae sp.", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrophilus", "Eurasia", "1", "1", "-0.89278", "0"
"Hydrophilus piceus", "Eurasia", "1", "1", "-0.89278", "0"
"Hydroporus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus angustatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus cantabricus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus discretus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus elongatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus erythrocephalus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus glabriusculus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus gyllenhali", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus incognitus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus latus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus longicornis", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus longulus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus marginatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus melanarius", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus memnonius", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus morio", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus nanus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus neglectus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus nigrita", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus obscurus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus palustris", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus planus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus pubescens", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus rufifrons", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus striola", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus tesselatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus tristis", "Eurasia", "1", "1", "-0.80728", "0"
"Hydroporus umbrosus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydropsyche", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche angustipennis", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche bulgaromanorum", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche bulgoromanorum", "West Siberia", "1", "1", "-1.02724", "0"
"Hydropsyche contubernalis", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche incognita", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche instabilis", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche pellucidula", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche saxonica", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche siltalai", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsyche sp.", "Eurasia", "1", "1", "-1.02724", "0"
"Hydropsychidae", "West Siberia", "1", "1", "-0.91007", "0"
"Hydropsychidae", "Eurasia", "1", "1", "-1.02724", "0"
"Hydroptila", "Eurasia", "1", "0.5", "-0.05811", "0"
"Hydroptila maclachlani", "Eurasia", "1", "0.5", "-0.05811", "0"
"Hydroptila sp.", "Eurasia", "1", "0.5", "-0.05811", "0"
"Hydroptila sparsa", "Eurasia", "1", "0.5", "-0.05811", "0"
"Hydroptila vectis", "Eurasia", "1", "0.5", "-0.05811", "0"
"Hydroptilidae", "West Siberia", "1", "0.65799", "-0.05811", "0"
"Hydroptilidae", "Eurasia", "1", "0.64583", "-0.05811", "0"
"Hydroptilidae", "Eurasia", "1", "0.75", "-0.05811", "0"
"Hydroptilidae sp.", "Eurasia", "1", "0.75", "-0.05811", "0"
"Hydrovatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hydrovatus clypealis", "Eurasia", "1", "1", "-0.80728", "0"
"Hygrobia", "Eurasia", "1", "1", "-1.15", "0"
"Hygrobia hermanni", "Eurasia", "1", "1", "-1.15", "0"
"Hygrobiidae", "Eurasia", "1", "1", "-1.15", "0"
"Hygrotus", "Eurasia", "1", "1", "-0.80728", "0"
"Hygrotus decoratus", "Eurasia", "1", "1", "-0.80728", "0"
"Hygrotus impressopunctatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hygrotus inaequalis", "Eurasia", "1", "1", "-0.80728", "0"
"Hygrotus quinquelineatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hygrotus varius", "Eurasia", "1", "1", "-0.80728", "0"
"Hygrotus versicolor", "Eurasia", "1", "1", "-0.80728", "0"
"Hypania", "Eurasia", "1", "0.5", "-1.1", "0"
"Hypania invalida", "Eurasia", "1", "0.5", "-1.1", "0"
"Hyphydrus", "Eurasia", "1", "1", "-0.80728", "0"
"Hyphydrus ferrugineus", "Eurasia", "1", "1", "-0.80728", "0"
"Hyphydrus ovatus", "Eurasia", "1", "1", "-0.80728", "0"
"Hyphydrus sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Hyporhyacophila", "Eurasia", "1", "1", "-0.05811", "0"
"Hyporhyacophila sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Ilybius", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius aenescens", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius angustior", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius ater", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius fenestratus", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius fuliginosus", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius guttiger", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius obscurus", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius quadriguttatus", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Ilybius subaeneus", "Eurasia", "1", "1", "-0.80728", "0"
"Ilyocoris", "Eurasia", "1", "1", "-0.56061", "0"
"Ilyocoris cimicoides", "Eurasia", "1", "1", "-0.56061", "0"
"Ironoquia", "Eurasia", "1", "1", "-0.05811", "0"
"Ironoquia dubia", "Eurasia", "1", "1", "-0.05811", "0"
"Ischnura", "Eurasia", "1", "0.66667", "-0.23577", "0"
"Ischnura", "United Kingdom", "1", "1", "-0.23577", "0"
"Ischnura elegans", "United Kingdom", "1", "1", "-0.23577", "0"
"Ischnura elegans", "Eurasia", "1", "0.5", "-0.23577", "0"
"Ischnura pumilio", "Eurasia", "1", "0.5", "-0.23577", "0"
"Ischnura pumilio", "United Kingdom", "1", "1", "-0.23577", "0"
"Ischnura sp.", "Eurasia", "1", "1", "-0.23577", "0"
"Isogenus", "United Kingdom", "1", "1", "0.37964", "0"
"Isogenus nubecula", "United Kingdom", "1", "1", "0.37964", "0"
"Isonychia", "West Siberia", "1", "2", "-0.29501", "0"
"Isonychia ussurica", "West Siberia", "1", "2", "-0.29501", "0"
"Isonychiidae", "West Siberia", "1", "2", "-0.29501", "0"
"Isoperla", "Eurasia", "1", "1", "0.37964", "0"
"Isoperla altaica", "West Siberia", "1", "1", "0.37964", "0"
"Isoperla grammatica", "Eurasia", "1", "1", "0.37964", "0"
"Isoperla kozlovi", "West Siberia", "1", "1", "0.37964", "0"
"Isoperla oxylepis", "Eurasia", "1", "1", "0.37964", "0"
"Isoperla sp.", "Eurasia", "1", "1", "0.37964", "0"
"Isopoda", "Eurasia", "1", "0.462", "-0.47936", "0"
"Isopoda", "United Kingdom", "1", "0.596", "-0.47936", "0"
"Isoptena", "Eurasia", "1", "1", "0.37964", "0"
"Isoptena serricornis", "Eurasia", "1", "1", "0.37964", "0"
"Ithytrichia", "West Siberia", "1", "0.64583", "-0.05811", "0"
"Ithytrichia", "Eurasia", "1", "0.5", "-0.05811", "0"
"Ithytrichia lamellaris", "Eurasia", "1", "0.5", "-0.05811", "0"
"Ithytrichia lamellaris", "West Siberia", "1", "0.64583", "-0.05811", "0"
"Labiobaetis atrebatinus", "United Kingdom", "1", "0.81", "-0.06711", "0"
"Laccobius", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius alutaceus", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius atratus", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius biguttatus", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius bipunctatus", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius minutus", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius sinuatus", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius sp.", "Eurasia", "1", "1", "-0.89278", "0"
"Laccobius striatulus", "Eurasia", "1", "1", "-0.89278", "0"
"Laccophilus", "Eurasia", "1", "1", "-0.80728", "0"
"Laccophilus hyalinus", "Eurasia", "1", "1", "-0.80728", "0"
"Laccophilus minutus", "Eurasia", "1", "1", "-0.80728", "0"
"Laccophilus sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Lasiocephala", "Eurasia", "1", "1", "-0.05811", "0"
"Lasiocephala basalis", "Eurasia", "1", "1", "-0.05811", "0"
"Lepidoptera", "Eurasia", "1", "1", "-0.06", "0"
"Lepidostoma", "Eurasia", "1", "1", "-0.05811", "0"
"Lepidostoma hirtum", "Eurasia", "1", "1", "-0.05811", "0"
"Lepidostomatidae", "Eurasia", "1", "1", "-0.05811", "0"
"Lepnevaina", "West Siberia", "1", "1", "-0.05811", "0"
"Lepnevaina sarlykensis", "West Siberia", "1", "1", "-0.05811", "0"
"Leptoceridae", "Eurasia", "1", "1", "-0.05811", "0"
"Leptoceridae", "Eurasia", "1", "1", "-0.05811", "0"
"Leptoceridae sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Leptocerus", "Eurasia", "1", "1", "-0.05811", "0"
"Leptocerus lusitanicus", "Eurasia", "1", "1", "-0.05811", "0"
"Leptocerus tineiformis", "Eurasia", "1", "1", "-0.05811", "0"
"Leptodora", "Eurasia", "1", "0.33", "0.17", "0"
"Leptodora kindtii", "Eurasia", "1", "0.33", "0.17", "0"
"Leptodoridae", "Eurasia", "1", "0.33", "0.17", "0"
"Leptophlebia", "Eurasia", "1", "1", "-0.29501", "0"
"Leptophlebia chocolata", "West Siberia", "1", "1", "-0.29501", "0"
"Leptophlebia marginata", "Eurasia", "1", "1", "-0.29501", "0"
"Leptophlebia submarginata", "West Siberia", "1", "1", "-0.29501", "0"
"Leptophlebia vespertina", "Eurasia", "1", "1", "-0.29501", "0"
"Leptophlebiidae", "Eurasia", "1", "1", "-0.29501", "0"
"Lestes", "Eurasia", "1", "1", "-0.67788", "0"
"Lestes dryas", "Eurasia", "1", "1", "-0.67788", "0"
"Lestes sponsa", "Eurasia", "1", "1", "-0.67788", "0"
"Lestes virens", "Eurasia", "1", "1", "-0.67788", "0"
"Lestes viridis", "Eurasia", "1", "1", "-0.67788", "0"
"Lestidae", "Eurasia", "1", "1", "-0.67788", "0"
"Leucorrhinia", "Eurasia", "1", "1.5", "-0.95986", "0"
"Leucorrhinia dubia", "Eurasia", "1", "1", "-0.95986", "0"
"Leucorrhinia pectoralis", "Eurasia", "1", "2", "-0.95986", "0"
"Leuctra", "Eurasia", "1", "1", "0.37964", "0"
"Leuctra digitata", "Eurasia", "1", "1", "0.37964", "0"
"Leuctra fusca", "Eurasia", "1", "1", "0.37964", "0"
"Leuctra geniculata", "Eurasia", "1", "1", "0.37964", "0"
"Leuctra hippopus", "Eurasia", "1", "1", "0.37964", "0"
"Leuctra inermis", "United Kingdom", "1", "1", "0.37964", "0"
